match_id,volunteer_id,task_id,skill_match_ratio,willingness_score,availability_hours,distance_km,distance_score,fairness_score,urgency_level,urgency_score,time_compatibility,volunteer_reliability,reliability_score,task_difficulty,ngo_reputation,volunteer_aicte_points,volunteer_aicte_norm,task_points_opportunity,task_points_possible,task_points_norm,match_score,match_success
M00163,V0202,T0194,1.0,0.85,15,32.04,0.359,0.94,1,0.2,1.0,0.62,0.62,2,5.0,391.9,0.392,37.5,37.5,0.188,0.801,0
M00164,V0362,T0243,0.0,0.69,30,18.2,0.636,0.3,1,0.2,1.0,0.75,0.75,3,4.7,199.6,0.2,25.0,25.0,0.125,0.372,0
M00165,V0430,T0268,0.0,0.45,30,8.34,0.833,0.1,5,1.0,1.0,0.51,0.51,1,4.8,94.7,0.095,80.0,80.0,0.4,0.427,0
M00166,V0041,T0110,0.0,0.79,40,17.57,0.649,0.96,4,0.8,1.0,0.6,0.6,5,4.6,377.1,0.377,20.0,20.0,0.1,0.561,0
M00167,V0485,T0143,0.0,0.89,25,23.3,0.534,0.1,2,0.4,1.0,0.55,0.55,4,3.6,445.7,0.446,50.0,50.0,0.25,0.411,0
M00168,V0431,T0224,0.0,0.98,5,14.96,0.701,0.58,3,0.6,0.5,0.52,0.52,3,4.6,28.0,0.028,40.0,40.0,0.2,0.461,0
M00169,V0251,T0129,0.0,0.77,25,16.83,0.663,1.0,5,1.0,1.0,0.92,0.92,1,3.9,255.8,0.256,8.0,8.0,0.04,0.574,0
M00170,V0286,T0223,0.0,0.97,25,27.13,0.457,0.1,5,1.0,1.0,0.77,0.77,1,4.1,252.6,0.253,24.0,24.0,0.12,0.476,0
M00171,V0092,T0013,0.0,0.82,25,8.62,0.828,0.16,3,0.6,1.0,0.93,0.93,2,4.3,403.1,0.403,40.0,40.0,0.2,0.504,0
M00172,V0438,T0239,0.0,0.99,25,37.42,0.252,0.1,2,0.4,1.0,0.73,0.73,1,4.1,493.4,0.493,40.0,40.0,0.2,0.395,0
M00173,V0178,T0218,0.0,0.55,10,20.64,0.587,0.46,5,1.0,1.0,1.0,1.0,3,3.7,394.5,0.395,4.0,4.0,0.02,0.427,0
M00174,V0287,T0098,0.0,0.85,25,17.34,0.653,0.3,5,1.0,1.0,0.5,0.5,3,3.6,411.8,0.412,16.0,16.0,0.08,0.46,0
M00175,V0092,T0006,0.5,0.82,25,14.22,0.716,0.16,3,0.6,1.0,0.93,0.93,4,4.4,403.1,0.403,37.5,37.5,0.188,0.595,1
M00176,V0185,T0270,0.0,0.98,15,13.88,0.722,0.52,3,0.6,1.0,0.67,0.67,5,4.3,305.7,0.306,20.0,20.0,0.1,0.466,0
M00177,V0301,T0159,0.0,0.92,10,12.96,0.741,0.1,1,0.2,1.0,0.61,0.61,5,4.1,241.8,0.242,10.0,10.0,0.05,0.388,0
M00178,V0467,T0189,0.0,0.61,15,5.18,0.896,0.34,5,1.0,0.5,0.6,0.6,4,4.7,319.5,0.32,80.0,80.0,0.4,0.492,0
M00179,V0258,T0007,0.667,0.4,25,9.98,0.8,0.1,3,0.6,1.0,0.66,0.66,5,3.6,186.6,0.187,16.0,16.0,0.08,0.625,1
M00180,V0018,T0141,0.0,0.44,30,2.0,0.96,0.94,3,0.6,1.0,0.79,0.79,5,4.6,374.0,0.374,10.0,10.0,0.05,0.509,0
M00181,V0204,T0023,1.0,0.95,40,11.78,0.764,0.36,4,0.8,1.0,0.88,0.88,5,3.6,143.2,0.143,18.0,18.0,0.09,0.917,1
M00182,V0361,T0130,0.25,0.7,10,28.73,0.425,0.94,2,0.4,0.5,0.99,0.99,2,4.6,336.8,0.337,80.0,80.0,0.4,0.477,0
M00183,V0030,T0293,0.25,0.94,25,10.5,0.79,0.16,3,0.6,1.0,0.65,0.65,3,4.0,204.2,0.204,32.0,32.0,0.16,0.59,0
M00184,V0442,T0242,0.0,0.53,25,24.12,0.518,0.78,1,0.2,1.0,0.86,0.86,1,5.0,193.7,0.194,18.0,18.0,0.09,0.447,0
M00185,V0324,T0233,0.667,0.71,20,12.84,0.743,0.1,1,0.2,1.0,0.9,0.9,2,3.6,288.3,0.288,40.0,40.0,0.2,0.627,1
M00186,V0243,T0280,0.0,0.77,30,34.51,0.31,0.5,1,0.2,1.0,0.67,0.67,4,4.8,19.4,0.019,60.0,60.0,0.3,0.411,0
M00187,V0020,T0190,0.0,0.54,20,26.47,0.471,0.16,1,0.2,1.0,0.96,0.96,3,3.7,322.8,0.323,6.0,6.0,0.03,0.28,0
M00188,V0458,T0079,0.667,0.69,5,19.45,0.611,0.14,5,1.0,0.5,0.7,0.7,4,4.5,275.5,0.276,60.0,60.0,0.3,0.655,0
M00189,V0091,T0068,0.0,0.76,5,13.64,0.727,0.62,4,0.8,0.5,0.88,0.88,4,4.2,472.7,0.473,40.0,40.0,0.2,0.413,0
M00190,V0428,T0062,0.0,0.87,5,22.45,0.551,0.32,1,0.2,0.5,0.84,0.84,5,5.0,467.5,0.468,12.0,12.0,0.06,0.302,0
M00191,V0327,T0032,0.25,0.83,40,23.18,0.536,0.3,1,0.2,1.0,0.57,0.57,1,4.6,216.1,0.216,45.0,45.0,0.225,0.457,0
M00192,V0440,T0279,0.333,0.51,40,34.67,0.307,0.38,4,0.8,1.0,0.62,0.62,1,4.0,257.5,0.258,15.0,15.0,0.075,0.462,0
M00193,V0437,T0100,0.0,0.96,25,12.19,0.756,0.96,3,0.6,1.0,0.81,0.81,2,3.8,298.1,0.298,25.0,25.0,0.125,0.567,0
M00194,V0378,T0009,0.0,0.63,40,12.62,0.748,0.94,4,0.8,1.0,0.94,0.94,5,4.3,94.9,0.095,10.0,10.0,0.05,0.511,0
M00195,V0345,T0163,0.333,0.47,40,7.77,0.845,1.0,5,1.0,1.0,0.85,0.85,3,3.8,484.4,0.484,18.0,18.0,0.09,0.686,0
M00196,V0087,T0188,0.25,0.62,40,35.89,0.282,0.28,2,0.4,1.0,0.78,0.78,5,4.1,113.1,0.113,5.0,5.0,0.025,0.429,0
M00197,V0482,T0207,0.5,0.92,25,34.07,0.319,0.1,5,1.0,1.0,0.96,0.96,3,4.5,15.8,0.016,12.0,12.0,0.06,0.613,0
M00198,V0342,T0032,0.25,0.43,40,26.85,0.463,0.92,1,0.2,1.0,0.95,0.95,1,4.6,271.6,0.272,45.0,45.0,0.225,0.441,0
M00199,V0423,T0257,0.5,0.9,25,7.25,0.855,0.86,1,0.2,1.0,0.93,0.93,2,4.1,354.0,0.354,16.0,16.0,0.08,0.649,1
M00200,V0137,T0043,0.5,0.58,15,32.5,0.35,0.74,5,1.0,1.0,0.74,0.74,2,4.9,345.1,0.345,37.5,37.5,0.188,0.592,0
M00201,V0023,T0142,0.5,0.6,10,28.08,0.438,0.68,4,0.8,1.0,0.85,0.85,3,3.6,80.8,0.081,5.0,5.0,0.025,0.631,0
M00202,V0353,T0259,0.0,0.42,5,26.99,0.46,0.62,5,1.0,0.5,0.76,0.76,4,4.9,39.0,0.039,16.0,16.0,0.08,0.376,0
M00203,V0326,T0002,0.0,0.77,15,18.52,0.63,0.38,4,0.8,1.0,0.88,0.88,4,3.7,212.0,0.212,4.0,4.0,0.02,0.448,0
M00204,V0288,T0180,0.0,0.63,25,20.53,0.589,0.64,4,0.8,1.0,0.89,0.89,1,4.0,12.4,0.012,15.0,15.0,0.075,0.437,0
M00205,V0239,T0291,0.0,0.94,40,37.3,0.254,0.14,5,1.0,1.0,0.97,0.97,5,4.9,491.4,0.491,6.0,6.0,0.03,0.462,0
M00206,V0045,T0290,0.0,0.56,40,31.89,0.362,0.9,3,0.6,1.0,0.88,0.88,3,4.2,139.5,0.14,6.0,6.0,0.03,0.473,0
M00207,V0046,T0060,0.667,0.56,15,19.74,0.605,0.24,2,0.4,1.0,0.51,0.51,2,3.8,350.6,0.351,6.0,6.0,0.03,0.63,1
M00208,V0094,T0045,0.5,0.45,40,36.84,0.263,0.1,3,0.6,1.0,0.58,0.58,4,3.6,169.8,0.17,12.0,12.0,0.06,0.447,0
M00209,V0303,T0011,0.25,0.73,10,12.11,0.758,0.18,4,0.8,1.0,0.95,0.95,4,3.8,189.3,0.189,20.0,20.0,0.1,0.582,0
M00210,V0404,T0006,0.25,0.46,25,29.71,0.406,0.92,3,0.6,1.0,0.7,0.7,4,4.4,396.2,0.396,37.5,37.5,0.188,0.474,0
M00211,V0192,T0236,0.667,0.48,10,19.8,0.604,0.6,1,0.2,1.0,0.84,0.84,4,4.5,414.2,0.414,8.0,8.0,0.04,0.566,1
M00212,V0371,T0127,0.25,0.78,10,22.43,0.551,0.7,1,0.2,1.0,0.66,0.66,5,3.7,286.4,0.286,18.0,18.0,0.09,0.487,0
M00213,V0349,T0098,0.0,0.72,20,30.47,0.391,0.1,5,1.0,1.0,0.59,0.59,3,3.6,319.0,0.319,16.0,16.0,0.08,0.425,0
M00214,V0378,T0068,1.0,0.63,40,24.4,0.512,0.94,4,0.8,1.0,0.94,0.94,4,4.2,94.9,0.095,40.0,40.0,0.2,0.83,1
M00215,V0195,T0147,0.5,0.69,15,13.28,0.734,0.14,2,0.4,1.0,0.81,0.81,5,4.6,381.1,0.381,24.0,24.0,0.12,0.546,0
M00216,V0072,T0290,0.333,0.88,25,11.1,0.778,0.56,3,0.6,1.0,0.63,0.63,3,4.2,109.5,0.11,6.0,6.0,0.03,0.593,0
M00217,V0116,T0097,0.0,0.5,5,11.02,0.78,0.24,1,0.2,0.5,0.56,0.56,3,3.8,339.0,0.339,37.5,37.5,0.188,0.29,0
M00218,V0103,T0091,0.25,0.62,30,1.49,0.97,0.44,2,0.4,1.0,0.89,0.89,4,4.2,305.3,0.305,8.0,8.0,0.04,0.595,0
M00219,V0133,T0226,0.0,0.62,30,35.09,0.298,0.48,4,0.8,1.0,0.86,0.86,3,4.2,291.9,0.292,80.0,80.0,0.4,0.396,0
M00220,V0251,T0182,0.25,0.77,25,24.3,0.514,1.0,2,0.4,1.0,0.92,0.92,5,4.1,255.8,0.256,20.0,20.0,0.1,0.571,0
M00221,V0179,T0268,0.0,0.94,25,16.83,0.663,0.2,5,1.0,1.0,0.62,0.62,1,4.8,457.2,0.457,80.0,80.0,0.4,0.493,0
M00222,V0324,T0088,0.5,0.71,20,33.88,0.322,0.1,3,0.6,1.0,0.9,0.9,1,3.5,288.3,0.288,16.0,16.0,0.08,0.494,0
M00223,V0428,T0300,0.333,0.87,5,19.38,0.612,0.32,5,1.0,0.5,0.84,0.84,3,4.9,467.5,0.468,15.0,15.0,0.075,0.541,0
M00224,V0276,T0292,0.25,0.91,10,22.29,0.554,0.1,1,0.2,1.0,0.88,0.88,5,4.4,95.3,0.095,20.0,20.0,0.1,0.454,0
M00225,V0360,T0223,0.0,0.65,40,15.85,0.683,0.1,5,1.0,1.0,0.8,0.8,1,4.1,113.4,0.113,24.0,24.0,0.12,0.437,0
M00226,V0416,T0148,0.0,0.58,30,45.86,0.083,0.98,4,0.8,1.0,0.75,0.75,4,4.9,143.4,0.143,12.0,12.0,0.06,0.384,0
M00227,V0359,T0258,0.0,0.81,25,36.31,0.274,0.88,2,0.4,1.0,0.87,0.87,5,4.5,297.6,0.298,50.0,50.0,0.25,0.443,0
M00228,V0381,T0138,0.5,0.45,30,18.84,0.623,0.1,1,0.2,1.0,0.97,0.97,3,4.5,395.5,0.396,50.0,50.0,0.25,0.474,0
M00229,V0396,T0108,0.0,0.7,10,22.84,0.543,0.4,5,1.0,0.5,0.89,0.89,2,4.1,366.2,0.366,45.0,45.0,0.225,0.397,0
M00230,V0240,T0134,0.0,0.99,20,15.31,0.694,0.2,5,1.0,1.0,0.66,0.66,4,4.1,73.9,0.074,10.0,10.0,0.05,0.459,0
M00231,V0060,T0265,0.25,0.86,10,31.55,0.369,0.3,4,0.8,1.0,0.94,0.94,1,4.1,65.5,0.066,40.0,40.0,0.2,0.553,0
M00232,V0096,T0244,0.0,0.78,40,21.83,0.563,0.26,4,0.8,1.0,0.66,0.66,3,3.5,28.1,0.028,40.0,40.0,0.2,0.414,0
M00233,V0301,T0166,1.0,0.92,10,5.4,0.892,0.1,2,0.4,1.0,0.61,0.61,5,4.2,241.8,0.242,8.0,8.0,0.04,0.784,1
M00234,V0194,T0018,1.0,0.82,40,33.52,0.33,0.1,4,0.8,1.0,0.71,0.71,5,4.7,267.2,0.267,24.0,24.0,0.12,0.728,0
M00235,V0054,T0184,0.5,0.42,15,38.68,0.226,0.64,4,0.8,1.0,0.84,0.84,2,4.1,351.5,0.351,10.0,10.0,0.05,0.587,0
M00236,V0005,T0082,0.0,0.5,15,19.56,0.609,0.16,2,0.4,1.0,0.82,0.82,3,4.8,133.5,0.134,12.0,12.0,0.06,0.354,0
M00237,V0172,T0173,0.5,0.71,5,20.83,0.583,0.9,5,1.0,0.5,0.8,0.8,2,4.8,177.0,0.177,37.5,37.5,0.188,0.668,0
M00238,V0052,T0096,0.25,0.86,25,10.7,0.786,0.1,4,0.8,1.0,0.69,0.69,3,4.4,309.2,0.309,16.0,16.0,0.08,0.595,0
M00239,V0157,T0084,0.667,0.45,20,13.08,0.738,0.54,3,0.6,1.0,0.6,0.6,5,4.8,46.2,0.046,20.0,20.0,0.1,0.656,1
M00240,V0096,T0012,0.0,0.78,40,19.5,0.61,0.26,4,0.8,1.0,0.66,0.66,1,4.2,28.1,0.028,32.0,32.0,0.16,0.449,0
M00241,V0316,T0234,0.0,0.79,40,5.72,0.886,0.64,4,0.8,1.0,0.76,0.76,2,4.5,97.4,0.097,24.0,24.0,0.12,0.546,0
M00242,V0356,T0223,0.0,0.55,20,39.1,0.218,0.5,5,1.0,1.0,0.64,0.64,1,4.1,0.1,0.0,24.0,24.0,0.12,0.426,0
M00243,V0243,T0125,0.5,0.77,30,11.0,0.78,0.5,1,0.2,1.0,0.67,0.67,1,3.8,19.4,0.019,24.0,24.0,0.12,0.592,1
M00244,V0192,T0173,0.0,0.48,10,18.57,0.629,0.6,5,1.0,0.5,0.84,0.84,2,4.8,414.2,0.414,37.5,37.5,0.188,0.414,0
M00245,V0206,T0154,0.0,0.67,25,17.25,0.655,0.62,1,0.2,1.0,0.59,0.59,2,4.1,333.0,0.333,8.0,8.0,0.04,0.356,0
M00246,V0476,T0120,0.0,0.68,25,25.7,0.486,0.38,3,0.6,1.0,0.78,0.78,3,5.0,381.1,0.381,24.0,24.0,0.12,0.433,0
M00247,V0462,T0260,0.25,0.99,5,25.67,0.487,0.26,4,0.8,1.0,0.7,0.7,1,3.5,378.1,0.378,16.0,16.0,0.08,0.503,0
M00248,V0219,T0138,0.5,0.48,40,9.68,0.806,0.54,1,0.2,1.0,0.54,0.54,3,4.5,343.1,0.343,50.0,50.0,0.25,0.617,1
M00249,V0206,T0015,0.0,0.67,25,31.82,0.364,0.62,4,0.8,1.0,0.59,0.59,3,4.0,333.0,0.333,60.0,60.0,0.3,0.398,0
M00250,V0086,T0154,0.0,0.92,40,10.23,0.795,0.1,1,0.2,1.0,0.66,0.66,2,4.1,25.7,0.026,8.0,8.0,0.04,0.46,0
M00251,V0495,T0269,0.0,0.94,20,23.68,0.526,0.54,1,0.2,1.0,0.7,0.7,1,4.9,335.8,0.336,12.0,12.0,0.06,0.392,0
M00252,V0498,T0291,0.0,0.98,40,45.11,0.098,0.82,5,1.0,1.0,0.91,0.91,5,4.9,181.5,0.181,6.0,6.0,0.03,0.51,0
M00253,V0067,T0171,0.0,0.72,15,26.33,0.473,0.1,3,0.6,1.0,0.77,0.77,1,4.8,443.7,0.444,18.0,18.0,0.09,0.408,0
M00254,V0028,T0047,0.25,0.51,15,10.86,0.783,0.88,5,1.0,1.0,0.89,0.89,2,4.9,298.3,0.298,16.0,16.0,0.08,0.59,0
M00255,V0393,T0073,0.5,0.72,10,13.53,0.729,0.14,4,0.8,1.0,0.9,0.9,4,3.8,165.9,0.166,16.0,16.0,0.08,0.661,1
M00256,V0235,T0203,0.0,0.62,20,12.29,0.754,0.64,3,0.6,1.0,0.74,0.74,4,3.6,411.9,0.412,40.0,40.0,0.2,0.431,0
M00257,V0001,T0076,0.333,0.46,30,20.92,0.582,0.32,1,0.2,1.0,0.51,0.51,3,4.5,43.5,0.043,12.0,12.0,0.06,0.422,0
M00258,V0089,T0155,0.0,0.49,15,19.96,0.601,0.6,4,0.8,1.0,0.54,0.54,3,3.7,388.4,0.388,10.0,10.0,0.05,0.402,0
M00259,V0095,T0121,0.5,0.46,15,4.81,0.904,0.78,3,0.6,0.5,0.83,0.83,1,4.6,301.2,0.301,80.0,80.0,0.4,0.656,0
M00260,V0224,T0047,0.0,0.54,10,27.11,0.458,0.7,5,1.0,1.0,0.91,0.91,2,4.9,328.4,0.328,16.0,16.0,0.08,0.482,0
M00261,V0079,T0285,0.333,0.91,20,26.8,0.464,0.16,5,1.0,1.0,0.99,0.99,3,4.2,106.1,0.106,5.0,5.0,0.025,0.621,0
M00262,V0192,T0003,1.0,0.48,10,23.56,0.529,0.6,3,0.6,1.0,0.84,0.84,2,4.7,414.2,0.414,24.0,24.0,0.12,0.755,1
M00263,V0177,T0052,0.0,0.81,25,16.04,0.679,0.1,4,0.8,1.0,0.72,0.72,4,4.6,230.8,0.231,15.0,15.0,0.075,0.443,0
M00264,V0352,T0202,0.333,0.96,10,26.24,0.475,0.38,4,0.8,1.0,0.73,0.73,1,3.9,464.2,0.464,16.0,16.0,0.08,0.596,0
M00265,V0468,T0242,0.0,0.91,40,19.28,0.614,0.66,1,0.2,1.0,0.55,0.55,1,5.0,342.7,0.343,18.0,18.0,0.09,0.453,0
M00266,V0426,T0238,0.0,0.77,5,13.35,0.733,0.44,5,1.0,0.5,0.54,0.54,4,4.9,357.7,0.358,25.0,25.0,0.125,0.463,0
M00267,V0391,T0050,0.0,0.58,25,2.55,0.949,0.1,4,0.8,1.0,0.67,0.67,1,3.7,3.1,0.003,16.0,16.0,0.08,0.446,0
M00268,V0163,T0069,0.0,0.82,5,21.72,0.566,0.36,1,0.2,1.0,0.82,0.82,5,4.5,228.0,0.228,5.0,5.0,0.025,0.389,0
M00269,V0168,T0145,0.0,0.64,5,44.31,0.114,0.8,2,0.4,1.0,0.92,0.92,1,3.6,282.0,0.282,8.0,8.0,0.04,0.405,0
M00270,V0374,T0218,0.0,0.77,15,32.27,0.355,0.28,5,1.0,1.0,0.62,0.62,3,3.7,306.2,0.306,4.0,4.0,0.02,0.429,0
M00271,V0274,T0037,0.5,0.91,15,27.7,0.446,0.1,5,1.0,1.0,0.83,0.83,3,3.6,309.9,0.31,30.0,30.0,0.15,0.613,0
M00272,V0343,T0014,0.0,1.0,10,17.2,0.656,0.1,1,0.2,1.0,0.99,0.99,3,4.8,385.5,0.386,4.0,4.0,0.02,0.389,0
M00273,V0312,T0092,0.0,0.75,15,23.78,0.524,0.32,4,0.8,1.0,0.64,0.64,3,3.8,211.8,0.212,37.5,37.5,0.188,0.465,0
M00274,V0189,T0186,0.0,0.87,40,27.64,0.447,0.32,2,0.4,1.0,0.86,0.86,2,4.2,411.3,0.411,24.0,24.0,0.12,0.39,0
M00275,V0422,T0001,0.5,0.46,5,24.0,0.52,0.44,2,0.4,0.5,0.63,0.63,1,4.2,175.8,0.176,30.0,30.0,0.15,0.501,0
M00276,V0385,T0204,0.25,0.49,5,18.41,0.632,0.28,4,0.8,0.5,0.96,0.96,4,4.3,419.0,0.419,30.0,30.0,0.15,0.498,0
M00277,V0331,T0118,0.0,0.92,30,54.81,0.0,0.58,4,0.8,1.0,0.7,0.7,2,3.7,210.9,0.211,80.0,80.0,0.4,0.388,0
M00278,V0097,T0023,0.0,0.92,40,15.35,0.693,0.22,4,0.8,1.0,0.79,0.79,5,3.6,297.0,0.297,18.0,18.0,0.09,0.45,0
M00279,V0223,T0048,0.0,0.63,10,34.5,0.31,0.6,3,0.6,0.5,0.91,0.91,5,4.9,298.6,0.299,30.0,30.0,0.15,0.339,0
M00280,V0335,T0093,0.25,0.95,40,35.98,0.28,0.42,2,0.4,1.0,0.64,0.64,5,4.9,487.5,0.487,15.0,15.0,0.075,0.468,0
M00281,V0146,T0160,0.0,0.48,10,11.95,0.761,0.1,1,0.2,1.0,0.85,0.85,5,4.1,494.4,0.494,24.0,24.0,0.12,0.338,0
M00282,V0421,T0247,0.5,0.75,20,6.49,0.87,0.14,4,0.8,1.0,0.79,0.79,2,4.2,374.5,0.374,12.0,12.0,0.06,0.597,1
M00283,V0491,T0216,0.0,0.98,30,13.77,0.725,0.42,1,0.2,1.0,0.9,0.9,3,4.8,134.0,0.134,24.0,24.0,0.12,0.433,0
M00284,V0204,T0265,0.5,0.95,40,16.12,0.678,0.36,4,0.8,1.0,0.88,0.88,1,4.1,143.2,0.143,40.0,40.0,0.2,0.718,1
M00285,V0239,T0043,0.0,0.94,40,18.73,0.625,0.14,5,1.0,1.0,0.97,0.97,2,4.9,491.4,0.491,37.5,37.5,0.188,0.477,0
M00286,V0376,T0052,0.0,0.99,40,33.27,0.335,0.38,4,0.8,1.0,0.94,0.94,4,4.6,343.9,0.344,15.0,15.0,0.075,0.473,0
M00287,V0208,T0007,0.333,0.83,25,3.45,0.931,0.92,3,0.6,1.0,0.53,0.53,5,3.6,248.1,0.248,16.0,16.0,0.08,0.622,0
M00288,V0066,T0295,0.0,0.72,20,16.48,0.67,0.1,4,0.8,1.0,0.98,0.98,2,3.5,72.1,0.072,40.0,40.0,0.2,0.456,0
M00289,V0352,T0233,0.0,0.96,10,24.95,0.501,0.38,1,0.2,1.0,0.73,0.73,2,3.6,464.2,0.464,40.0,40.0,0.2,0.361,0
M00290,V0335,T0206,0.5,0.95,40,17.58,0.648,0.42,4,0.8,1.0,0.64,0.64,2,4.4,487.5,0.487,5.0,5.0,0.025,0.648,1
M00291,V0028,T0156,0.333,0.51,15,33.74,0.325,0.88,1,0.2,1.0,0.89,0.89,2,4.2,298.3,0.298,60.0,60.0,0.3,0.493,0
M00292,V0380,T0060,0.333,0.94,20,33.69,0.326,0.68,2,0.4,1.0,0.86,0.86,2,3.8,162.0,0.162,6.0,6.0,0.03,0.565,0
M00293,V0411,T0231,0.333,0.93,30,26.37,0.473,0.84,1,0.2,1.0,0.71,0.71,1,3.9,42.3,0.042,24.0,24.0,0.12,0.571,0
M00294,V0400,T0243,0.0,0.72,5,39.54,0.209,0.98,1,0.2,0.5,0.55,0.55,3,4.7,235.4,0.235,25.0,25.0,0.125,0.355,0
M00295,V0433,T0274,0.5,0.89,5,47.59,0.048,0.22,2,0.4,0.5,0.91,0.91,1,4.5,85.3,0.085,60.0,60.0,0.3,0.533,0
M00296,V0058,T0092,0.0,0.98,20,22.62,0.548,0.48,4,0.8,1.0,0.93,0.93,3,3.8,166.7,0.167,37.5,37.5,0.188,0.556,0
M00297,V0273,T0197,0.0,0.85,5,22.65,0.547,0.5,3,0.6,0.5,0.5,0.5,4,3.6,206.2,0.206,24.0,24.0,0.12,0.431,0
M00298,V0041,T0077,0.25,0.79,40,10.42,0.792,0.96,4,0.8,1.0,0.6,0.6,5,4.8,377.1,0.377,15.0,15.0,0.075,0.574,0
M00299,V0486,T0133,0.5,0.76,30,35.76,0.285,0.62,2,0.4,1.0,0.77,0.77,2,3.8,57.2,0.057,32.0,32.0,0.16,0.548,0
M00300,V0417,T0233,0.0,0.5,25,19.94,0.601,0.82,1,0.2,1.0,0.59,0.59,2,3.6,329.6,0.33,40.0,40.0,0.2,0.39,0
M00301,V0238,T0145,0.0,0.54,5,43.84,0.123,0.52,2,0.4,1.0,0.77,0.77,1,3.6,409.2,0.409,8.0,8.0,0.04,0.274,0
M00302,V0445,T0251,0.0,0.49,25,10.57,0.789,1.0,4,0.8,1.0,1.0,1.0,1,3.8,208.9,0.209,24.0,24.0,0.12,0.518,0
M00303,V0026,T0190,0.0,0.55,10,15.99,0.68,0.12,1,0.2,1.0,0.93,0.93,3,3.7,54.0,0.054,6.0,6.0,0.03,0.338,0
M00304,V0173,T0152,0.0,0.94,10,26.96,0.461,0.34,3,0.6,1.0,0.57,0.57,5,4.9,84.8,0.085,4.0,4.0,0.02,0.458,0
M00305,V0013,T0278,0.0,0.73,25,5.73,0.885,1.0,3,0.6,1.0,0.61,0.61,3,4.3,35.5,0.035,20.0,20.0,0.1,0.513,0
M00306,V0151,T0183,0.0,0.53,5,19.47,0.611,0.98,1,0.2,0.5,0.86,0.86,4,4.0,489.2,0.489,30.0,30.0,0.15,0.367,0
M00307,V0229,T0167,1.0,0.48,30,14.9,0.702,0.12,5,1.0,1.0,1.0,1.0,5,3.7,474.3,0.474,16.0,16.0,0.08,0.759,1
M00308,V0019,T0058,0.25,0.44,40,29.43,0.411,0.5,3,0.6,1.0,0.62,0.62,2,4.5,59.9,0.06,30.0,30.0,0.15,0.448,0
M00309,V0019,T0273,0.0,0.44,40,5.51,0.89,0.5,1,0.2,1.0,0.62,0.62,4,4.0,59.9,0.06,8.0,8.0,0.04,0.425,0
M00310,V0128,T0090,0.25,1.0,20,17.46,0.651,0.62,1,0.2,1.0,0.7,0.7,2,4.7,248.7,0.249,80.0,80.0,0.4,0.523,0
M00311,V0049,T0065,0.0,0.57,25,22.37,0.553,0.34,1,0.2,1.0,0.92,0.92,2,3.5,298.4,0.298,8.0,8.0,0.04,0.384,0
M00312,V0325,T0253,0.75,0.47,25,26.35,0.473,0.6,4,0.8,1.0,0.61,0.61,5,4.4,344.6,0.345,5.0,5.0,0.025,0.658,0
M00313,V0141,T0177,1.0,1.0,20,45.45,0.091,0.38,1,0.2,1.0,0.94,0.94,1,3.7,93.2,0.093,80.0,80.0,0.4,0.783,0
M00314,V0353,T0125,0.0,0.42,5,28.44,0.431,0.62,1,0.2,0.5,0.76,0.76,1,3.8,39.0,0.039,24.0,24.0,0.12,0.344,0
M00315,V0463,T0269,1.0,0.73,5,19.03,0.619,0.62,1,0.2,1.0,0.78,0.78,1,4.9,417.3,0.417,12.0,12.0,0.06,0.771,1
M00316,V0021,T0040,0.0,0.56,15,8.64,0.827,0.92,3,0.6,1.0,0.58,0.58,5,3.7,439.6,0.44,37.5,37.5,0.188,0.468,0
M00317,V0020,T0076,0.333,0.54,20,23.62,0.528,0.16,1,0.2,1.0,0.96,0.96,3,4.5,322.8,0.323,12.0,12.0,0.06,0.465,0
M00318,V0371,T0052,0.0,0.78,10,27.3,0.454,0.7,4,0.8,1.0,0.66,0.66,4,4.6,286.4,0.286,15.0,15.0,0.075,0.451,0
M00319,V0372,T0041,0.0,0.92,15,44.53,0.109,0.1,4,0.8,1.0,0.72,0.72,1,4.2,449.3,0.449,5.0,5.0,0.025,0.352,0
M00320,V0327,T0155,0.667,0.83,40,35.98,0.28,0.3,4,0.8,1.0,0.57,0.57,3,3.7,216.1,0.216,10.0,10.0,0.05,0.627,0
M00321,V0012,T0095,0.0,0.53,25,34.7,0.306,0.1,2,0.4,1.0,0.7,0.7,1,4.0,344.9,0.345,5.0,5.0,0.025,0.346,0
M00322,V0132,T0041,0.0,0.71,15,35.77,0.285,0.22,4,0.8,1.0,0.81,0.81,1,4.2,159.3,0.159,5.0,5.0,0.025,0.422,0
M00323,V0222,T0060,0.0,0.52,40,9.42,0.812,0.7,2,0.4,1.0,0.9,0.9,2,3.8,315.4,0.315,6.0,6.0,0.03,0.476,0
M00324,V0293,T0134,0.0,0.73,30,41.63,0.167,0.62,5,1.0,1.0,0.9,0.9,4,4.1,338.6,0.339,10.0,10.0,0.05,0.483,0
M00325,V0316,T0264,0.5,0.79,40,14.95,0.701,0.64,4,0.8,1.0,0.76,0.76,2,4.6,97.4,0.097,80.0,80.0,0.4,0.702,1
M00326,V0407,T0125,0.25,0.94,30,45.45,0.091,1.0,1,0.2,1.0,0.73,0.73,1,3.8,378.5,0.379,24.0,24.0,0.12,0.513,0
